policy,task,block_index,seed,mode,status,success,action_calls,step_limit,termination,instruction,origin,record_path,record_sha256
vlact,arm_select,0,200000,left,failure,0,400,400,action_limit,Have the left arm take the block.,reused,vlact/arm_select/arm_select_ep200000_result.json,9040f5ba529e72fd6dedb6ece061b4affd4e3b76b5b49f47a38ae8338b6a1633
vlact,arm_select,0,200001,right,failure,0,400,400,action_limit,Have the right arm take the block.,reused,vlact/arm_select/arm_select_ep200001_result.json,376e3bfdd9d4ccfbf0104e393979468a39990ae5c1e4a01319843ed76b2baa8f
vlact,arm_select,1,200002,left,failure,0,400,400,action_limit,Use the left arm to retrieve the block.,reused,vlact/arm_select/arm_select_ep200002_result.json,f3a6fb8bae3ce533e915fd20f467a936eb147738bb59675487c8b0919dca1cc4
vlact,arm_select,1,200003,right,failure,0,400,400,action_limit,Use the right arm to retrieve the block.,reused,vlact/arm_select/arm_select_ep200003_result.json,6409eac99f0191aa9ad2ce75722296d3bf81f218116dc70fe5791b50c60bafb5
vlact,arm_select,2,200004,left,failure,0,400,400,action_limit,Let the left arm grab the block.,reused,vlact/arm_select/arm_select_ep200004_result.json,b05737318c4b4b2c2d279da27a64765d47cc6ec8f0fe37be0cfc480616ad61b5
vlact,arm_select,2,200005,right,failure,0,400,400,action_limit,Let the right arm grab the block.,reused,vlact/arm_select/arm_select_ep200005_result.json,e03e0dbf7ba2b8d8264b4e76162791b710ba5471797e8faeaee723fa7a5f2894
vlact,arm_select,3,200006,left,failure,0,400,400,action_limit,Have the left arm take the block.,reused,vlact/arm_select/arm_select_ep200006_result.json,69425cbc655482f88ab2cca0de6eeb7ccea98336db3e82d6d5e1e62752294ceb
vlact,arm_select,3,200007,right,failure,0,400,400,action_limit,Have the right arm take the block.,reused,vlact/arm_select/arm_select_ep200007_result.json,37f59853ec2a80d4df8d0b8e221da60ad4a5e86d9e65ab97d5c86fb2e51e3de3
vlact,arm_select,4,200008,left,failure,0,400,400,action_limit,"With the left arm, grab the block.",reused,vlact/arm_select/arm_select_ep200008_result.json,3f2cb1cc3bb3838f6f1f45d425ab1d2c57d50d708d2f89ee02fbbe5889775191
vlact,arm_select,4,200009,right,failure,0,400,400,action_limit,"With the right arm, grab the block.",reused,vlact/arm_select/arm_select_ep200009_result.json,fa4bb3d020ed16ef52b3de88f522e2013646ba2d06ce5d979325fd2b2277f6d3
vlact,arm_select,5,200010,left,failure,0,400,400,action_limit,Employ the left arm to lift the block.,reused,vlact/arm_select/arm_select_ep200010_result.json,97387648f34e62debbad53065306f7e349683e539eb7908ba0970aa54778988e
vlact,arm_select,5,200011,right,failure,0,400,400,action_limit,Employ the right arm to lift the block.,reused,vlact/arm_select/arm_select_ep200011_result.json,e55770f87da6d7d91121b63837bcc31b6ed9524090b179d7944ffa97066da249
vlact,arm_select,6,200012,left,failure,0,400,400,action_limit,Use the left arm to hold the block.,reused,vlact/arm_select/arm_select_ep200012_result.json,186311ced7918272c0f3e86cece8e9e6307c7bd01626c220e3cef34f3e8d6f9c
vlact,arm_select,6,200013,right,failure,0,400,400,action_limit,Use the right arm to hold the block.,reused,vlact/arm_select/arm_select_ep200013_result.json,33bd41bbda651d0c3ad8e1eb7382ef746ebf326e7d8ec19e6f8a2c08d2f48864
vlact,arm_select,7,200016,left,failure,0,400,400,action_limit,Employ the left arm to lift the block.,reused,vlact/arm_select/arm_select_ep200016_result.json,bc49f482315f2259434dfad636c347b3fc8407a5f689856487d27edbeb23780d
vlact,arm_select,7,200017,right,failure,0,400,400,action_limit,Employ the right arm to lift the block.,reused,vlact/arm_select/arm_select_ep200017_result.json,a462dcb01c2113fefb4fe4dd380d29bfbfe044f8107f83cbe9a7b7a30e6d5f20
vlact,arm_select,8,200018,left,failure,0,400,400,action_limit,Collect the block using the left arm.,reused,vlact/arm_select/arm_select_ep200018_result.json,01870bf0da959ab54bce4579ca3ce04bb4f7da56217b7424eb0b5ae4fcf5f710
vlact,arm_select,8,200019,right,failure,0,400,400,action_limit,Collect the block using the right arm.,reused,vlact/arm_select/arm_select_ep200019_result.json,8c18271c3c246e30d25e3a8e6400e99458ce5bfae2df9ab0fd153c833b28e0cc
vlact,arm_select,9,200020,left,failure,0,400,400,action_limit,Pick up the block carefully with the left arm.,reused,vlact/arm_select/arm_select_ep200020_result.json,b0d745ab3fb57e1bc91aefe62cb9ed12d2456e7b291c0992b249b845267df030
vlact,arm_select,9,200021,right,failure,0,400,400,action_limit,Pick up the block carefully with the right arm.,reused,vlact/arm_select/arm_select_ep200021_result.json,5889af8a6cc8e7129c914c0fe34b1f3076867a61139a061579668a6de7f226d2
vlact,arm_select,10,200022,left,failure,0,400,400,action_limit,Scoop up the block with the left arm.,reused,vlact/arm_select/arm_select_ep200022_result.json,084a49db583c67b0fea2b384b2780f2095e016f0d050b9390975b9e33fb00272
vlact,arm_select,10,200023,right,failure,0,400,400,action_limit,Scoop up the block with the right arm.,reused,vlact/arm_select/arm_select_ep200023_result.json,969d81b5a1b401a87cd88eec91f2aad4d2d533169ddcb911f1fa133b85fba53d
vlact,arm_select,11,200026,left,failure,0,400,400,action_limit,Let the left arm grab the block.,reused,vlact/arm_select/arm_select_ep200026_result.json,4590c41b859bc82aac95d17d9d905d1b2842ede5b115c2ff1c7f88208ef6a08c
vlact,arm_select,11,200027,right,failure,0,400,400,action_limit,Let the right arm grab the block.,reused,vlact/arm_select/arm_select_ep200027_result.json,e9cd7c6032c91d34e1a3ff57470642574b07bef601cfcafe2d99518a4899b540
vlact,arm_select,12,200028,left,failure,0,400,400,action_limit,Scoop up the block with the left arm.,reused,vlact/arm_select/arm_select_ep200028_result.json,5364319940ffb8ae356c62eb225e7a9b23826c3d9a74325d79c3389946fae773
vlact,arm_select,12,200029,right,failure,0,400,400,action_limit,Scoop up the block with the right arm.,reused,vlact/arm_select/arm_select_ep200029_result.json,850c57e814722bc5d958c0f2b82be720b2798c9a013ff9b4829bf6b09b93a236
vlact,arm_select,13,200030,left,failure,0,400,400,action_limit,Pick up the block carefully with the left arm.,reused,vlact/arm_select/arm_select_ep200030_result.json,eb72c3981e337898f7dc545201df46beae765a6e8e3972ce219e04e652196eef
vlact,arm_select,13,200031,right,failure,0,400,400,action_limit,Pick up the block carefully with the right arm.,reused,vlact/arm_select/arm_select_ep200031_result.json,ccf231e4a05122e88261312e79b1587e9bd1844a6fa6de97b8d32d5d6d5bd454
vlact,arm_select,14,200032,left,failure,0,400,400,action_limit,Employ the left arm to lift the block.,reused,vlact/arm_select/arm_select_ep200032_result.json,09f77b8221bd97856e12d13f6e0162a724ffc58263e9fda2fea8771d15eca210
vlact,arm_select,14,200033,right,failure,0,400,400,action_limit,Employ the right arm to lift the block.,reused,vlact/arm_select/arm_select_ep200033_result.json,b9433fe26653b30139e4c99b1a9c962c14b41dca7743c60e402fba3e946d7829
vlact,arm_select,15,200034,left,failure,0,400,400,action_limit,Employ the left arm to lift the block.,reused,vlact/arm_select/arm_select_ep200034_result.json,2da4eca62d866bfe898baaaa5fd636473f42fe6af2f8012767e52383432135c6
vlact,arm_select,15,200035,right,failure,0,400,400,action_limit,Employ the right arm to lift the block.,reused,vlact/arm_select/arm_select_ep200035_result.json,3a0a9ecd3c63dedd7ef3fda44e69bf4fd42aba5916a70b42e6a63261d678c1c4
vlact,arm_select,16,200036,left,failure,0,400,400,action_limit,Pick up the block carefully with the left arm.,reused,vlact/arm_select/arm_select_ep200036_result.json,3d8bfb7396928f8cfb844d0eb8e98a654b7f949982c16d3aebdf88d963486ebf
vlact,arm_select,16,200037,right,failure,0,400,400,action_limit,Pick up the block carefully with the right arm.,reused,vlact/arm_select/arm_select_ep200037_result.json,4d34c75ab62026f91708390d769663227853d8dae5e954e8cff64483df4e334f
vlact,arm_select,17,200038,left,failure,0,400,400,action_limit,Retrieve the block with the left arm.,reused,vlact/arm_select/arm_select_ep200038_result.json,addae716bb7020059db148c7c547389cccced596bf8f486c158fa680b936c7f8
vlact,arm_select,17,200039,right,failure,0,400,400,action_limit,Retrieve the block with the right arm.,reused,vlact/arm_select/arm_select_ep200039_result.json,31079352cb06b39495e5862781fd0f923fe2872ffca0dc4f2d1facd42049f5c6
vlact,arm_select,18,200040,left,failure,0,400,400,action_limit,Scoop up the block with the left arm.,reused,vlact/arm_select/arm_select_ep200040_result.json,cb8603009a14437d291f6395b2304e1a46a92eb896489db4bfb0462918396ddd
vlact,arm_select,18,200041,right,failure,0,400,400,action_limit,Scoop up the block with the right arm.,reused,vlact/arm_select/arm_select_ep200041_result.json,2777f55ffe6ade5223933c42607f9efec3289e9bad54591da1ae1dac5f7c3819
vlact,arm_select,19,200042,left,failure,0,400,400,action_limit,Use the left arm to hold the block.,reused,vlact/arm_select/arm_select_ep200042_result.json,704aa516a452ef4563d2f5c28a994f8621151c204b2651a5790734b8427c651d
vlact,arm_select,19,200043,right,failure,0,400,400,action_limit,Use the right arm to hold the block.,reused,vlact/arm_select/arm_select_ep200043_result.json,c42802590641f32d6227fcec059c58865c0197726693c765bce868c9aaae3723
dm05,arm_select,0,200000,left,success,1,79,400,task_success,Have the left arm take the block.,reused,dm05/arm_select/arm_select_ep200000_result.json,e89f792994dfef8b2235e1a3a99c87a1dc14c99c80b5bfec04688512ab40c494
dm05,arm_select,0,200001,right,success,1,81,400,task_success,Have the right arm take the block.,reused,dm05/arm_select/arm_select_ep200001_result.json,194f8047dd611a2cfda50782010ee04d8ed02ee8ea1c5cff1338c01e64e92e8e
dm05,arm_select,1,200002,left,success,1,86,400,task_success,Use the left arm to retrieve the block.,reused,dm05/arm_select/arm_select_ep200002_result.json,3f0d08707ffd03ff3a48d811ec0637b2e82cbed38f27f0a661b350c40a4f7431
dm05,arm_select,1,200003,right,success,1,80,400,task_success,Use the right arm to retrieve the block.,reused,dm05/arm_select/arm_select_ep200003_result.json,0090a966b44a38ab54a534f95bf34ad0ab2fb044578f8b0652b5fdd1ca9ef552
dm05,arm_select,2,200004,left,success,1,79,400,task_success,Let the left arm grab the block.,reused,dm05/arm_select/arm_select_ep200004_result.json,a788e972de5d87921a5d1c4c6f26b9cffd6807fc1354f50339afe8981254c6e3
dm05,arm_select,2,200005,right,success,1,81,400,task_success,Let the right arm grab the block.,reused,dm05/arm_select/arm_select_ep200005_result.json,9b03e0f3b1b84a93c3531a1d8262f4daf66c071dfaaaeab59a8a606283cf0f6d
dm05,arm_select,3,200006,left,success,1,85,400,task_success,Have the left arm take the block.,reused,dm05/arm_select/arm_select_ep200006_result.json,c34d27928ece68b8a34beae77de802c6f4fceb475148119f170290b7ee60da4d
dm05,arm_select,3,200007,right,success,1,80,400,task_success,Have the right arm take the block.,reused,dm05/arm_select/arm_select_ep200007_result.json,f41631ef87a98ee57632ef5a8c3b6d79e9f95184d9862d64abc3dcdd16d28e57
dm05,arm_select,4,200008,left,success,1,85,400,task_success,"With the left arm, grab the block.",reused,dm05/arm_select/arm_select_ep200008_result.json,174368e8600cb7d9291a7d648a89f924770ca9159a441052e47728cf4c1a29ba
dm05,arm_select,4,200009,right,success,1,82,400,task_success,"With the right arm, grab the block.",reused,dm05/arm_select/arm_select_ep200009_result.json,e420408d28ec62662481345917a3f1d5b47343ab43d573b3310e4ff28c455234
dm05,arm_select,5,200010,left,success,1,78,400,task_success,Employ the left arm to lift the block.,reused,dm05/arm_select/arm_select_ep200010_result.json,609c69fbbdf4aaf77f948a3ab77c0f07ba9c2a511a68766a2f844178418d6099
dm05,arm_select,5,200011,right,success,1,80,400,task_success,Employ the right arm to lift the block.,reused,dm05/arm_select/arm_select_ep200011_result.json,35f38d71b669909aeb7b7712784a624ef6781ce359556c5b2ece7b29916951fd
dm05,arm_select,6,200012,left,success,1,86,400,task_success,Use the left arm to hold the block.,reused,dm05/arm_select/arm_select_ep200012_result.json,97056278586be1a5a552abfdc577ca0190d6a1ae978967479255bf98637949d8
dm05,arm_select,6,200013,right,success,1,81,400,task_success,Use the right arm to hold the block.,reused,dm05/arm_select/arm_select_ep200013_result.json,e84d210f49f61248c23e425eea5dc50f80cc67f7ac4c832d1e6a873c5d9304a5
dm05,arm_select,7,200016,left,success,1,82,400,task_success,Employ the left arm to lift the block.,reused,dm05/arm_select/arm_select_ep200016_result.json,bb186d22592f00c41b627428f235eb01b858be3f44e101d3dc0e7c822888df25
dm05,arm_select,7,200017,right,success,1,82,400,task_success,Employ the right arm to lift the block.,reused,dm05/arm_select/arm_select_ep200017_result.json,2118befa6ff198545f200422e4a27f147a7d2dcaa565a091e14df37d56dbc9b4
dm05,arm_select,8,200018,left,success,1,84,400,task_success,Collect the block using the left arm.,reused,dm05/arm_select/arm_select_ep200018_result.json,bc923213478a8bbf5f74f20dffda207d0d4c523638dc40f53e021ab02f523137
dm05,arm_select,8,200019,right,success,1,82,400,task_success,Collect the block using the right arm.,reused,dm05/arm_select/arm_select_ep200019_result.json,40c7ce0932caada18759afe5146ced7312d71e3f13eb1c93fe6fb01b907c4ac4
dm05,arm_select,9,200020,left,success,1,86,400,task_success,Pick up the block carefully with the left arm.,reused,dm05/arm_select/arm_select_ep200020_result.json,f8c2739f5e4e7698dd216da4baaff3c0ed341593eab295772bda0c75e693f07a
dm05,arm_select,9,200021,right,success,1,79,400,task_success,Pick up the block carefully with the right arm.,reused,dm05/arm_select/arm_select_ep200021_result.json,7b18e89a76b33c1375537da728bef9b6f0a49d60a3bb5865af7608d3b45109f5
dm05,arm_select,10,200022,left,success,1,79,400,task_success,Scoop up the block with the left arm.,reused,dm05/arm_select/arm_select_ep200022_result.json,3dbc769e71c702c5ff39d2f8bd46417801f4a5994cc7f701d3299a18c90f0a50
dm05,arm_select,10,200023,right,success,1,90,400,task_success,Scoop up the block with the right arm.,reused,dm05/arm_select/arm_select_ep200023_result.json,7253a3947bef993fb8c90b724bc9143c4bc84895af6ca387e72b93180cf681d1
dm05,arm_select,11,200026,left,success,1,82,400,task_success,Let the left arm grab the block.,reused,dm05/arm_select/arm_select_ep200026_result.json,c44a9f3e46511668475bf377acb2ef49a41a4124d75c5a12e937911ad43629e3
dm05,arm_select,11,200027,right,success,1,381,400,task_success,Let the right arm grab the block.,reused,dm05/arm_select/arm_select_ep200027_result.json,8e1fbd0a0b4bb05326d3691686c4ac559df6b528056a26ab04733437e0db2041
dm05,arm_select,12,200028,left,success,1,82,400,task_success,Scoop up the block with the left arm.,reused,dm05/arm_select/arm_select_ep200028_result.json,47b24d30c116df1e5d00d03c445983e61c6908eba3a0ad8b3dea4511e16ed06b
dm05,arm_select,12,200029,right,failure,0,400,400,action_limit,Scoop up the block with the right arm.,reused,dm05/arm_select/arm_select_ep200029_result.json,655f60f453123c5b5e59595b585a996eaffe079b26eb4d2116cfa84d81dceb0e
dm05,arm_select,13,200030,left,success,1,78,400,task_success,Pick up the block carefully with the left arm.,reused,dm05/arm_select/arm_select_ep200030_result.json,ae2ed8ee9e2c9b135f4991b9816e6986299c16bb8462de0f7e153e4f21859eda
dm05,arm_select,13,200031,right,success,1,80,400,task_success,Pick up the block carefully with the right arm.,reused,dm05/arm_select/arm_select_ep200031_result.json,ea3042b8f4e751cdc03f328beea48ed0c5bb42a134014cfcab3748e0c6635e18
dm05,arm_select,14,200032,left,success,1,86,400,task_success,Employ the left arm to lift the block.,reused,dm05/arm_select/arm_select_ep200032_result.json,5e98201a660ae03e80f21c1666676a46d1ce9129776f6ca0623146a09ac8f2bf
dm05,arm_select,14,200033,right,success,1,82,400,task_success,Employ the right arm to lift the block.,reused,dm05/arm_select/arm_select_ep200033_result.json,bf51085c103f1016ead835d972183a94ab52fd72e7d8a885ffff38102613ed82
dm05,arm_select,15,200034,left,success,1,79,400,task_success,Employ the left arm to lift the block.,reused,dm05/arm_select/arm_select_ep200034_result.json,7f32ff0bbf2b9f2e118205596406a7784fe33ac8cdd53b3b0e2a124cb814896e
dm05,arm_select,15,200035,right,success,1,87,400,task_success,Employ the right arm to lift the block.,reused,dm05/arm_select/arm_select_ep200035_result.json,706df09765ab8c2e113f075a7e6d5ad3aaf1ec68fa973c1e5a72d2e6bd0afdcc
dm05,arm_select,16,200036,left,success,1,79,400,task_success,Pick up the block carefully with the left arm.,reused,dm05/arm_select/arm_select_ep200036_result.json,cef5986fecd2218902ae26e02e086b1359a9d8d42658415a131d898f40c8441d
dm05,arm_select,16,200037,right,success,1,81,400,task_success,Pick up the block carefully with the right arm.,reused,dm05/arm_select/arm_select_ep200037_result.json,3ffd5b5a4c7436e8c78558199ecc3763ce86b782d8772a488f0061c21ab55761
dm05,arm_select,17,200038,left,success,1,81,400,task_success,Retrieve the block with the left arm.,reused,dm05/arm_select/arm_select_ep200038_result.json,916a7bf04e00ed031b02a13bcdfddc27106dbcd1ed29358909f08cb6b8ee2d53
dm05,arm_select,17,200039,right,success,1,82,400,task_success,Retrieve the block with the right arm.,reused,dm05/arm_select/arm_select_ep200039_result.json,0cf28c1608a93448dce5095ea163fdbc0b17c97bf65d0fad885056d2de4e4643
dm05,arm_select,18,200040,left,success,1,78,400,task_success,Scoop up the block with the left arm.,reused,dm05/arm_select/arm_select_ep200040_result.json,dc006d94d4295a75bea112680178a97dc34d56e373af357dd99083e2788c3bdd
dm05,arm_select,18,200041,right,success,1,132,400,task_success,Scoop up the block with the right arm.,reused,dm05/arm_select/arm_select_ep200041_result.json,ebc9b9ed5d830e3301955e75db2dba18a463d630a7712d9f4db1a318789ccf0c
dm05,arm_select,19,200042,left,success,1,79,400,task_success,Use the left arm to hold the block.,reused,dm05/arm_select/arm_select_ep200042_result.json,a77e89beb1de832a67345155bad71510e80fba6589de9118b21262790b260f68
dm05,arm_select,19,200043,right,success,1,81,400,task_success,Use the right arm to hold the block.,reused,dm05/arm_select/arm_select_ep200043_result.json,f8101f3065f14d714692cc8a582efb67a3f5b87f0bd459660e5651e64c05a7a3
hy_vla,arm_select,0,200000,left,failure,0,400,400,action_limit,Have the left arm take the block.,reused,hy_vla/arm_select/arm_select_ep200000_result.json,ac0608a36000d058b85bfe44b3fc180dc1a1e92d36cc592e066487de4930dbf9
hy_vla,arm_select,0,200001,right,failure,0,400,400,action_limit,Have the right arm take the block.,reused,hy_vla/arm_select/arm_select_ep200001_result.json,a4e6450d6f173aabd964e4e12f777b6f06d1d4d30895ea09af555cd42b8f46b8
hy_vla,arm_select,1,200002,left,failure,0,400,400,action_limit,Use the left arm to retrieve the block.,reused,hy_vla/arm_select/arm_select_ep200002_result.json,1a6b393610596eed2133981d13c6528636644dbbdf8bee1f95f257bb622dfc82
hy_vla,arm_select,1,200003,right,failure,0,400,400,action_limit,Use the right arm to retrieve the block.,reused,hy_vla/arm_select/arm_select_ep200003_result.json,1dd3af3567a246935db2629e45b25a1f84d90c84b586796cdf9c4a9becdc582e
hy_vla,arm_select,2,200004,left,failure,0,400,400,action_limit,Let the left arm grab the block.,reused,hy_vla/arm_select/arm_select_ep200004_result.json,787f91850ae28b2ad057564727d45ee48c754a9287690ec342d0e6af15798d81
hy_vla,arm_select,2,200005,right,failure,0,400,400,action_limit,Let the right arm grab the block.,reused,hy_vla/arm_select/arm_select_ep200005_result.json,8d19be615176f3d0aac65f6bcf90744b50fbac7fe46cc48f09e8225c8093e262
hy_vla,arm_select,3,200006,left,failure,0,400,400,action_limit,Have the left arm take the block.,reused,hy_vla/arm_select/arm_select_ep200006_result.json,2b7f1a3ef7f8f801761b260ea637a658fcc70b06e517fb92b5c9415f8e93d998
hy_vla,arm_select,3,200007,right,success,1,33,400,task_success,Have the right arm take the block.,reused,hy_vla/arm_select/arm_select_ep200007_result.json,925e8b36d3e2f0ddc32bbe35241a5589ad4f2ab5f46caae1558d1dc0775df63a
hy_vla,arm_select,4,200008,left,failure,0,400,400,action_limit,"With the left arm, grab the block.",reused,hy_vla/arm_select/arm_select_ep200008_result.json,6e2c68464df9a374cba3052f387dca7377fb7ad92cad6fda847b08330968650c
hy_vla,arm_select,4,200009,right,success,1,34,400,task_success,"With the right arm, grab the block.",reused,hy_vla/arm_select/arm_select_ep200009_result.json,c33079ac7b838249fd74ecf0697cd93b065e0d650c15aef8c2da69d9227fde22
hy_vla,arm_select,5,200010,left,failure,0,400,400,action_limit,Employ the left arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200010_result.json,1162bab9bd1f21e7e08832c85d69825911eb6cd3e8ac71b4ac133fae35d3da9f
hy_vla,arm_select,5,200011,right,success,1,76,400,task_success,Employ the right arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200011_result.json,35d168e8ea586111e191ddf499a336e66b703fd8c3315f3a3ee2c006f757f2be
hy_vla,arm_select,6,200012,left,failure,0,400,400,action_limit,Use the left arm to hold the block.,reused,hy_vla/arm_select/arm_select_ep200012_result.json,e1088ac8720ac0120f2f303591b979c5f4552eb107fbd7481aafaf9d1cd64fa2
hy_vla,arm_select,6,200013,right,success,1,33,400,task_success,Use the right arm to hold the block.,reused,hy_vla/arm_select/arm_select_ep200013_result.json,7f1d6ad214a2810ff10a06fada90c0cceb431937a6120a4c2e7198c99a4288c1
hy_vla,arm_select,7,200016,left,success,1,32,400,task_success,Employ the left arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200016_result.json,9fbb66fe53359d5a61741ef6b7ebea58b1168c9cbe0678d259a9065055f469d4
hy_vla,arm_select,7,200017,right,failure,0,400,400,action_limit,Employ the right arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200017_result.json,55d27cddcf02da07ef05dc0e979fb668c8202904faeaa52753fbe1d1dbbec925
hy_vla,arm_select,8,200018,left,failure,0,400,400,action_limit,Collect the block using the left arm.,reused,hy_vla/arm_select/arm_select_ep200018_result.json,2136bc1a69dabceee893ee15fc0d410e09d806202e215bb9ef341e087b9cae26
hy_vla,arm_select,8,200019,right,success,1,34,400,task_success,Collect the block using the right arm.,reused,hy_vla/arm_select/arm_select_ep200019_result.json,5de3cf7fc1ea74291b513878aedf4cb4667a04d21637429868029f4ef1da182a
hy_vla,arm_select,9,200020,left,failure,0,400,400,action_limit,Pick up the block carefully with the left arm.,reused,hy_vla/arm_select/arm_select_ep200020_result.json,c8aa9b62519b78e25cf52797b215c3cfecd225bab87e0c65d6c3fb76e2304661
hy_vla,arm_select,9,200021,right,success,1,35,400,task_success,Pick up the block carefully with the right arm.,reused,hy_vla/arm_select/arm_select_ep200021_result.json,d9b3e7e7ab1642f38e7a40e521ef0bab2d64ed063607fa264dc6ceeddb0886cc
hy_vla,arm_select,10,200022,left,failure,0,400,400,action_limit,Scoop up the block with the left arm.,reused,hy_vla/arm_select/arm_select_ep200022_result.json,feca251b3ac29d4fc4d2a047f3c3f965e35d96f22eddbe7539687e14050a969e
hy_vla,arm_select,10,200023,right,failure,0,400,400,action_limit,Scoop up the block with the right arm.,reused,hy_vla/arm_select/arm_select_ep200023_result.json,7bf0d448d62dc6ae31116476284e564c95e1d77339b66c501e18ce46474d7417
hy_vla,arm_select,11,200026,left,failure,0,400,400,action_limit,Let the left arm grab the block.,reused,hy_vla/arm_select/arm_select_ep200026_result.json,5f16dea9f206a2b61dbda1f0f99df4cc2c0d5935b612f946b34c9abfefd7110c
hy_vla,arm_select,11,200027,right,failure,0,400,400,action_limit,Let the right arm grab the block.,reused,hy_vla/arm_select/arm_select_ep200027_result.json,41f3d66a26b1a6cd1fbe6a5c3d97c577ce216ce1d3d27d2d6c71ebe8a4953a95
hy_vla,arm_select,12,200028,left,failure,0,400,400,action_limit,Scoop up the block with the left arm.,reused,hy_vla/arm_select/arm_select_ep200028_result.json,94b96dbc232a1b8d9deb8e08921a1197500fb286cf625a92d71aac885927fd8e
hy_vla,arm_select,12,200029,right,failure,0,400,400,action_limit,Scoop up the block with the right arm.,reused,hy_vla/arm_select/arm_select_ep200029_result.json,f3275eff98e46e3fb5ea0aa17ca5afd781cd1e6108f1f7b87f4f029cbcdb9287
hy_vla,arm_select,13,200030,left,failure,0,400,400,action_limit,Pick up the block carefully with the left arm.,reused,hy_vla/arm_select/arm_select_ep200030_result.json,2f284422ec2ba745ec9a68fcdcf8a2e48880f85f6bed70a59eb5a832507557b1
hy_vla,arm_select,13,200031,right,success,1,34,400,task_success,Pick up the block carefully with the right arm.,reused,hy_vla/arm_select/arm_select_ep200031_result.json,8760ef3710d37257dbd34c460b976eac474463e7683848710d8d747bd4733bb8
hy_vla,arm_select,14,200032,left,failure,0,400,400,action_limit,Employ the left arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200032_result.json,95d207503dc28abe3de9ddede70bf94e582101085e7c2522f565cc1ba46f8220
hy_vla,arm_select,14,200033,right,failure,0,400,400,action_limit,Employ the right arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200033_result.json,2ce16fc6619fc058f4aad02ed74813228c91a22db22120647b7a4525ce813de3
hy_vla,arm_select,15,200034,left,failure,0,400,400,action_limit,Employ the left arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200034_result.json,a03d412cd4ac35bb6db29e00172570ff3e57fafc9d609a115fb3b88c63230fea
hy_vla,arm_select,15,200035,right,failure,0,400,400,action_limit,Employ the right arm to lift the block.,reused,hy_vla/arm_select/arm_select_ep200035_result.json,07aa2a23cfc1f21c499a37c2fdf548376124406196b612e32c2f7dad273cf9c5
hy_vla,arm_select,16,200036,left,failure,0,400,400,action_limit,Pick up the block carefully with the left arm.,reused,hy_vla/arm_select/arm_select_ep200036_result.json,1cbcc7d9e93654f7b0c0c7fdd8d9e1f774186832aadf64466ce3511ead86e024
hy_vla,arm_select,16,200037,right,failure,0,400,400,action_limit,Pick up the block carefully with the right arm.,reused,hy_vla/arm_select/arm_select_ep200037_result.json,b7e628f5d1b1db0c4679006687dddafeddf061441cecfbd1b63ab4dafcb9c226
hy_vla,arm_select,17,200038,left,failure,0,400,400,action_limit,Retrieve the block with the left arm.,reused,hy_vla/arm_select/arm_select_ep200038_result.json,27201b7d9842e4b6badf573478dff4b03e3210be3faf0396703a985e32f2469b
hy_vla,arm_select,17,200039,right,failure,0,400,400,action_limit,Retrieve the block with the right arm.,reused,hy_vla/arm_select/arm_select_ep200039_result.json,dcf528d10a93132b0813ef5527565a970d1615cad4c6fba3ecb6c8c47d1f910e
hy_vla,arm_select,18,200040,left,failure,0,400,400,action_limit,Scoop up the block with the left arm.,reused,hy_vla/arm_select/arm_select_ep200040_result.json,706aa9db7e46835f886d57a7041c91e2e52570ae58b316a7985301310c9b37b3
hy_vla,arm_select,18,200041,right,failure,0,400,400,action_limit,Scoop up the block with the right arm.,reused,hy_vla/arm_select/arm_select_ep200041_result.json,b2fe3f052a4e3e5367e8d9471e1481f5b6066e6ad1b7ed443fb8a452bd42ee7b
hy_vla,arm_select,19,200042,left,failure,0,400,400,action_limit,Use the left arm to hold the block.,reused,hy_vla/arm_select/arm_select_ep200042_result.json,e2043c642001e5e196da781479b8cd5f11aedb6dc6e87875dfd053df7e8e681d
hy_vla,arm_select,19,200043,right,failure,0,400,400,action_limit,Use the right arm to hold the block.,reused,hy_vla/arm_select/arm_select_ep200043_result.json,f3ce30b2c3aa93f133dd780ddf579a4fdce52571f3937fe35a25124404655ef2
